
From 1/1/2014 - 01/03/2015 <-- no one knows exact time it was released, some say in 2013, set it 2014 to be sure

SELECT nick, fingerprint, identity, ip, count(identity) FROM agorahooawayyfoe GROUP BY nick ORDER BY count(identity) DESC;



+---------------------+------------------------------------------+-----------------------------+-----------------+-----------------+
| nick                | fingerprint                              | identity                    | ip              | count(identity) |
| zxhkhighway0004     | 6eee244ff2fcac0d784a1537637dc24eae980ca0 | bu4kT/L8rA14ShU3Y33CTq6YDKA | 89.33.8.14      |              24 |
| miguemely           | f85c4805b766fb7d30bba2d2e00c150992fdec33 | +FxIBbdm+30wu6LS4AwVCZL97DM | 76.26.5.97      |              24 |
| Torpeda             | 71cc0a2edd5dd92102d16cac34d446f8c8c72bf1 | ccwKLt1d2SEC0WysNNRG+MjHK/E | 46.8.20.11      |              24 |
| stampstampstamps    | af82ba9421f3b3a0844213199157dc0e0b0d15e5 | r4K6lCHzs6CEQhMZkVfcDgsNFeU | 31.208.74.89    |              24 |
| ididnttheconfig     | dd63865d22d118c2c32743183a3062f6ec6d748f | 3WOGXSLRGMLDJ0MYOjBi9uxtdI8 | 24.177.215.138  |              24 |
| HorayNarea          | 7be38dc078f746bd4b108d370dee5e9b097e887c | e+ONwHj3Rr1LEI03De5emwl+iHw | 50.30.46.224    |              24 |
| DasielFR1           | d0edb47bead32d26d0a837f7d5357ec3ad3b8777 | 0O20e+rTLSbQqDf31TV+w607h3c | 212.83.162.152  |              24 |
| 0xKluMbA            | e9681b3af10d9af996b8e5e74a9aea329e804b20 | 6WgbOvENmvmWuOXnSprqMp6ASyA | 84.51.117.233   |              24 |
| MNF                 | ba88b3ddf1cb7ed07fcbb10a16910fe89a62f861 | uoiz3fHLftB/y7EKFpEP6Jpi+GE | 64.58.200.92    |              24 |
| smokeympot          | 8916a2d9549b09ef6c4800a8fc49dae0db6fcea1 | iRai2VSbCe9sSACo/Ena4NtvzqE | 109.104.42.58   |              24 |
| ihasafirestick88483 | 08854a9aab32dd2ded459a416e5784b79e54b1de | CIVKmqsy3S3tRZpBbleEt55Usd4 | 84.248.23.252   |              24 |
| theshell            | 0e7eaed8709df0d487255e9c9e668d16687deb3e | Dn6u2HCd8NSHJV6cnmaNFmh96z4 | 69.163.100.12   |              24 |
| wassolldas1         | dfa8eec8aefe04f308f60cf9ace0723895b169e7 | 36juyK7+BPMI9gz5rOByOJWxaec | 83.171.173.191  |              24 |
| steelgolem          | 89d2cc37e0a811c35987c1615433cef65046daa5 | idLMN+CoEcNZh8FhVDPO9lBG2qU | 88.134.63.107   |              24 |
| PasToutAFaitNet2    | 68e388ed23923b1ea69e1583b095aefb20860e69 | aOOI7SOSOx6mnhWDsJWu+yCGDmk | 95.130.11.247   |              24 |
| AAAAAAIBB2          | b508bcf373b9c2c1f200f0425b9dd689293e3589 | tQi883O5wsHyAPBCW53WiSk+NYk | 92.222.0.209    |              24 |
| CASE                | 4fee77affd157bbcf2d896ae417fbf647860466c | T+53r/0Ve7zy2JauQX+/ZHhgRmw | 195.154.127.246 |              24 |
| Konata              | 011209176cdbaa2ac1f48c2c5b4990ce771c5b0c | ARIJF2zbqirB9IwsW0mQznccWww | 69.64.48.168    |              24 |
| GreatOldOnes        | 9571c448e5a6dcfea50c537a44e336088a20d772 | lXHESOWm3P6lDFN6ROM2CIog13I | 91.219.238.107  |              24 |
| schubduese          | 5f13ea3718d1370fc8c7fd0c27b981188abb8110 | XxPqNxjRNw/Ix/0MJ7mBGIq7gRA | 5.9.52.48       |              24 |
| defaultz            | d9caf972a4139ae76bce25561708f2a6961e21f3 | 2cr5cqQTmudrziVWFwjyppYeIfM | 69.246.40.199   |              24 |
| bitcoinexitau       | a843c87dd93fada69402dcf380da0a4de8e25327 | qEPIfdk/raaUAtzzgNoKTejiUyc | 54.252.97.50    |              24 |
| BlackStain          | 0a50d6c2564b8822eac919f648113a9f50e34fe0 | ClDWwlZLiCLqyRn2SBE6n1DjT+A | 186.19.2.97     |              24 |
| SKKU45              | 3e9108a947bf76c3b13a52aae084b9a55d657781 | PpEIqUe/dsOxOlKq4IS5pV1ld4E | 203.255.252.145 |              24 |
| ididnteditheconfig7 | fd1cb42e06bfc682f8fc95be1af8d8b5bcd3b68e | /Ry0Lga/xoL4/JW+GvjYtbzTto4 | 72.51.35.80     |              24 |
| mergeslittletornode | f9c791667743ad6fe5b104782b2c7f579cc6290d | +ceRZndDrW/lsQR4Kyx/V5zGKQ0 | 62.178.156.192  |              24 |
| guardingdark        | f94935ff78b992e3137ce609083ee33e99df81ed | +Uk1/3i5kuMTfOYJCD7jPpnfge0 | 72.14.186.226   |              24 |
| BlackIce            | f46735530fa9f88651b2c9d8e9945d05e743d322 | 9Gc1Uw+p+IZRssnY6ZRdBedD0yI | 128.173.14.108  |              24 |
| aphelion            | c20e2094b4311c511e55d6400e35f43c52516efc | wg4glLQxHFEeVdZADjX0PFJRbvw | 93.185.109.191  |              24 |
| Innominato          | 56bdc0f58424256084a3476db8ec7c22c3090079 | Vr3A9YQkJWCEo0dtuOx8IsMJAHk | 2.33.88.37      |              24 |
| ggz                 | 7f118f071c18b8ae969fdb0848bc7a3fa8b3eeb0 | fxGPBxwYuK6Wn9sISLx6P6iz7rA | 144.76.6.59     |              24 |
| chaoscomputerclub21 | b1b7be5b08eff31e96ffb2bb41b131df89fc1a3f | sbe+Wwjv8x6W/7K7QbEx34n8Gj8 | 31.172.30.4     |              24 |
| Sensenmann          | b4728b3b3a4da4750e5766aac7789f4a3488f45e | tHKLOzpNpHUOV2aqx3ifSjSI9F4 | 178.5.21.243    |              24 |
| ByTORAndTheSnowDog  | b1fa7d51b8b6f0cb585d944f450e7c06ede7e44c | sfp9Ubi28MtYXZRPRQ58Bu3n5Ew | 173.209.180.61  |              24 |
| relay9              | b3bb29495baaa0bf7134815f97aaea3cd66e38a1 | s7spSVuqoL9xNIFfl6rqPNZuOKE | 192.95.39.56    |              24 |
| icebeerFRTorNine    | 905552566331543e1f5e655e62ccdf48ed3ffefb | kFVSVmMxVD4fXmVeYszfSO0//vs | 212.83.144.179  |              24 |
| dutchdominance      | 558c0b3a524a7440361568772b8cab5ee23d90ea | VYwLOlJKdEA2FWh3K4yrXuI9kOo | 5.178.64.140    |              24 |
| SweetAlice          | 27cba216eb6f198eabc133d76e7fb5e7a3a15d5b | J8uiFutvGY6rwTPXbn+156OhXVs | 103.5.12.117    |              24 |
| MyNickIsNobody      | 65c35c03571307d7546d6978605a6b11b473f6ee | ZcNcA1cTB9dUbWl4YFprEbRz9u4 | 93.31.155.175   |              24 |
| madder              | b7ed8d9ae601c28d08fe200fc238221ad1bbce3f | t+2NmuYBwo0I/iAPwjgiGtG7zj8 | 188.142.57.184  |              24 |
| KG6AFF              | 1e33b760765ce2f113f26db08b45c4b6a521eb66 | HjO3YHZc4vET8m2wi0XEtqUh62Y | 76.105.32.113   |              24 |
| torexit06           | 8f6fedbd1e51d240d5bb3c62f08f5f53662a346b | j2/tvR5R0kDVuzxi8I9fU2YqNGs | 46.23.73.11     |              24 |
| freedomfromthensa   | 5e6a1f9e1b5c489ecbf28f36abc8c40ed2a15698 | XmofnhtcSJ7L8o82q8jEDtKhVpg | 195.154.8.224   |              24 |
| JustaguyAMS2        | e457e599a5c34b5f7beaedde577f31593ef31620 | 5FflmaXDS1976u3eV38xWT7zFiA | 5.101.100.102   |              24 |
| umntor2             | 290d4f89306fe7a63a3ba1f6b02eef2376519c03 | KQ1PiTBv56Y6O6H2sC7vI3ZRnAM | 146.57.249.108  |              24 |
| zlangtor3           | a10c0ce888d6d3e4f4400375935a6f239ee99983 | oQwM6IjW0+T0QAN1k1pvI57pmYM | 89.46.101.181   |              24 |
| MartinJirmanPI      | a9fd7d6d6d9998542c99d0963561b56229bb094a | qf19bW2ZmFQsmdCWNWG1Yim7CUo | 80.87.187.14    |              24 |
| foobar              | 1a5c451bd0de51bf96ec92434c05f7423e65b208 | GlxFG9DeUb+W7JJDTAX3Qj5lsgg | 94.23.153.225   |              24 |
| agathe              | a505f26d8026e8fbf9bfc24ae4f2f3d8eb07e2e5 | pQXybYAm6Pv5v8JK5PLz2OsH4uU | 207.237.34.219  |              24 |
| wttormn01           | c96f514b6209f7370005adc977883ad50dfc63fa | yW9RS2IJ9zcABa3Jd4g61Q38Y/o | 193.111.139.143 |              24 |
| umntor              | 6fb4e1de8b185bb237bbb69320e9e6ab7cc581ab | b7Th3osYW7I3u7aTIOnmq3zFgas | 146.57.249.104  |              24 |
| asssaver            | b5c81e374f98a65d3309160b1db20a6090ca6945 | tcgeN0+Ypl0zCRYLHbIKYJDKaUU | 88.198.37.90    |              24 |
| penguintek          | 2ff11db9e9e531b08554493eda37205a239d23c9 | L/EduenlMbCFVEk+2jcgWiOdI8k | 68.185.131.84   |              24 |
| servbr8             | 64bfc9e6e9ac4da6fe100f0e2d52052c703dff31 | ZL/J5umsTab+EA8OLVIFLHA9/zE | 212.83.131.181  |              24 |
| ulbricht            | c4bfca695c99502ddc24112f537dff74fb8289ba | xL/KaVyZUC3cJBEvU33/dPuCibo | 188.226.168.175 |              24 |
| EyeOfAHawk          | a2600780d3eaaeeb1daa804d409f07f56e0ddb13 | omAHgNPqrusdqoBNQJ8H9W4N2xM | 98.163.64.76    |              24 |
| Blackbird           | 992681b62f744011616d771593c49acb5b0cfcbe | mSaBti90QBFhbXcVk8Say1sM/L4 | 68.13.95.67     |              24 |
| RazorsEdge          | 205ed2c309999f0f18767a1eccd384b580070ba9 | IF7SwwmZnw8YdnoezNOEtYAHC6k | 209.250.2.254   |              24 |
| 01984               | aa1ad130d1d2c4675a70395e59ef4a6ea7bc3c47 | qhrRMNHSxGdacDleWe9Kbqe8PEc | 178.86.3.182    |              24 |
| Tunguska            | 35c2894e8ef55174994585f6443c90a244b3fe90 | NcKJTo71UXSZRYX2RDyQokSz/pA | 5.56.223.35     |              24 |
| k3mp3r              | effb1e8ae8f2b15abee0a5162c14a87a2e453a6c | 7/seiujysVq+4KUWLBSoei5FOmw | 87.189.109.100  |              24 |
| h3x2                | 44743a2255b7e12048e3642ee7287419aea10c41 | RHQ6IlW34SBI42Qu5yh0Ga6hDEE | 185.14.184.13   |              24 |
| bg3                 | 4b7b73d5a1f789ed2411a90e03c49c91652fdb95 | S3tz1aH3ie0kEakOA8SckWUv25U | 78.90.15.229    |              24 |
| abimus              | a69dfb47401866042f7ade340b84983b55e5171f | pp37R0AYZgQvet40C4SYO1XlFx8 | 148.251.237.79  |              24 |
| anastasiasimona     | 6c36f9acba57ac9c10dbc39d330cfa337522e72b | bDb5rLpXrJwQ28OdMwz6M3Ui5ys | 91.208.142.45   |              24 |
| xndockerc8d91fa616  | 51f8c3da16ba06a2c6661beea01cbe9e29ecdb9a | UfjD2ha6BqLGZhvuoBy+nins25o | 188.165.195.10  |              24 |
| OnionSoup           | 08d22679377c9ef701193c1f199d9b0b3f1aee3c | CNImeTd8nvcBGTwfGZ2bCz8a7jw | 87.195.253.3    |              24 |
| renewablefreedom    | 7203e456bccc2e1c34194dd4bbb7b1b46972567f | cgPkVrzMLhw0GU3Uu7extGlyVn8 | 82.135.112.218  |              24 |
| fuser               | 6b89102ea2e8a9361d8af6f7004a99339ffc735b | a4kQLqLoqTYdivb3AEqZM5/8c1s | 67.169.92.17    |              24 |
| greyarea            | 26f6a7570e0f655dfdd054e79acbb127112c2d7b | JvanVw4PZV390FTnmsuxJxEsLXs | 106.187.37.158  |              24 |
| hfmI3mN6Ycn         | ea7499a4bd2840406633f8a64ae7ed186be2604d | 6nSZpL0oQEBmM/imSuftGGviYE0 | 212.38.166.69   |              24 |
| Ethelbert           | f37385919edadc1b21fa8485bf1745ced43a8819 | 83OFkZ7a3Bsh+oSFvxdFztQ6iBk | 86.147.232.99   |              24 |
| SnowdenJP           | 1c774ad916c3d7a10336d6aff2bd6b4b61b522d6 | HHdK2RbD16EDNtav8r1rS2G1ItY | 106.186.114.41  |              24 |
| tingPLumich1        | e4a171c22d29bd68f30a3ad9a432ad32c1fcab71 | 5KFxwi0pvWjzCjrZpDKtMsH8q3E | 141.213.4.201   |              24 |
| Lededje             | bb6e00e1419b4e60aacbd0ffbfa5f1fbf2172f4b | u24A4UGbTmCqy9D/v6Xx+/IXL0s | 84.249.96.39    |              24 |
| MassiliaToTOR       | 4abd540f533aa05dbe6f998f08f6be0f3c47da05 | Sr1UD1M6oF2+b5mPCPa+DzxH2gU | 82.127.238.247  |              24 |
| FruitLoops          | 2214d5afec82cd4d10f8b3d133c06af5bf152b17 | IhTVr+yCzU0Q+LPRM8Bq9b8VKxc | 94.242.205.2    |              24 |
| kalyke              | a6d04955e314771feaa738c23a4bbf6423d3ad8a | ptBJVeMUdx/qpzjCOku/ZCPTrYo | 37.187.23.179   |              24 |
| TorAustralisIX      | ddee1311b0439daf276dc8ebca849e3ac24fec70 | 3e4TEbBDna8nbcjryoSeOsJP7HA | 198.23.165.158  |              24 |
| TRD                 | 04079658bbf450a97f16bc1edd62a140d417a8d2 | BAeWWLv0UKl/Frwe3WKhQNQXqNI | 207.204.231.200 |              24 |
| QuantumLulz         | cb32409255a1d9e651b456356979c6624b9a58dc | yzJAklWh2eZRtFY1aXnGYkuaWNw | 198.55.110.223  |              24 |
| Trash80             | 60744239c1260aef0ae1ad918ec4f6e9482b7690 | YHRCOcEmCu8K4a2RjsT26UgrdpA | 184.183.5.203   |              24 |
| gokutor2            | 5b438b9748b96832a7961cd55f7e01ff5dbb7210 | W0OLl0i5aDKnlhzVX34B/127chA | 78.47.60.236    |              24 |
| torzilla            | 3df151db9ef6eaae7a2a61886ac576d05cc5b48a | PfFR25726q56KmGIasV20FzFtIo | 94.254.0.37     |              24 |
| plop                | 97fd5b1efdd5c0ec5a36e7b676dad8cda75946d9 | l/1bHv3VwOxaNue2dtrYzadZRtk | 91.121.200.169  |              24 |
| ams2                | 7ab55d86c0129b208e4a453ccc6953e790109c60 | erVdhsASmyCOSkU8zGlT55AQnGA | 149.210.144.247 |              24 |
| myops               | de4e741d741dd531dd7a5f3c10580fe55a310df9 | 3k50HXQd1THdel88EFgP5VoxDfk | 193.37.152.241  |              24 |
| gho                 | 3d4a39739205253530979de1d5f9c7166065d08d | PUo5c5IFJTUwl53h1fnHFmBl0I0 | 82.14.11.203    |              24 |
| Selenium            | 3942615b2a19b45ae045b0d450c486a045846e9b | OUJhWyoZtFrgRbDUUMSGoEWEbps | 91.214.168.34   |              24 |
| SexualBinge         | f154bf787df57d19d08e80ae7791f5fc68634413 | 8VS/eH31fRnQjoCud5H1/GhjRBM | 104.237.129.142 |              24 |
| fritzzz             | 5b31d38626e42865b9ff8c5e058badf2f324ca84 | WzHThibkKGW5/4xeBYut8vMkyoQ | 78.47.141.162   |              24 |
| tornadic            | add7e99905e666bef585ac6b8c5795b1c4422c7a | rdfpmQXmZr71haxrjFeVscRCLHo | 82.94.231.195   |              24 |
| bewilderbeest       | 109ce009aac35a08e3623bcc538bf89e8079caa4 | EJzgCarDWgjjYjvMU4v4noB5yqQ | 71.19.149.21    |              24 |
| TrineBramsen        | 686c58c803a7cac89bb24a18f4561d6d6f3da835 | aGxYyAOnysibskoY9FYdbW89qDU | 217.71.4.78     |              24 |
| BBLN3               | 994eed5ff6e53a0036b5c649b36606703edef8fe | mU7tX/blOgA2tcZJs2YGcD7e+P4 | 95.211.168.238  |              24 |
| neonium             | 7cbb9141335cc93b6e51f013586addd8cb11212b | fLuRQTNcyTtuUfATWGrd2MsRISs | 5.45.106.126    |              24 |
| MonsterKD           | 81250f0de7aa8e15931881f4470ae214d808efa3 | gSUPDeeqjhWTGIH0RwriFNgI76M | 69.60.115.101   |              24 |
| jacksonpieper       | 97cd653f5532bd18870d85df44526ad6d08da22f | l81lP1UyvRiHDYXfRFJq1tCNoi8 | 176.221.42.164  |              24 |
| laazzerr            | 9f6a625dcad3c78559f176696a24eff2912235ff | n2piXcrTx4VZ8XZpaiTv8pEiNf8 | 178.21.20.86    |              24 |
| relayoniontunnel    | c237e75a1035f57b0c5acd1a2ca674e14ce37056 | wjfnWhA19XsMWs0aLKZ04UzjcFY | 69.64.34.110    |              24 |
| undef               | 1c8c04268c5783a73101a24c8eaaf5dda08b9997 | HIwEJoxXg6cxAaJMjqr13aCLmZc | 188.226.176.32  |              24 |
| Phoenix             | 926c6c0b88871cec33c2e903ccb681b3a48e42a9 | kmxsC4iHHOwzwukDzLaBs6SOQqk | 83.246.164.188  |              24 |
| sprockets           | ec01cb4766badc1611678555ce793f2a7eb2d723 | 7AHLR2a63BYRZ4VVznk/Kn6y1yM | 46.165.197.96   |              24 |
| Twitchy             | a65dbd64a2bf420d30d492b5c591db2f079a11b4 | pl29ZKK/Qg0w1JK1xZHbLweaEbQ | 173.161.3.169   |              24 |
| moruHj1Jc6O         | cf6a6517bcac4c2a507481f13c5fa50bb49ff3b2 | z2plF7ysTCpQdIHxPF+lC7Sf87I | 5.133.179.171   |              24 |
| Cthulhu             | b721d56f47f66c3e1b1f69d9d8e8578bcded5143 | tyHVb0f2bD4bH2nZ2OhXi83tUUM | 85.17.122.80    |              24 |
| horizonist          | 2fcdf560b50f7bbd3fdd7bc8c1ac41c5b282d7a3 | L831YLUPe70/3XvIwaxBxbKC16M | 83.254.11.76    |              24 |
| TorAustralisII      | 96df19ab505ffeefbe2f12f9ab38104d10137ca3 | lt8Zq1Bf/u++LxL5qzgQTRATfKM | 198.20.126.57   |              24 |
| xtremenetsavage6    | e695c3aa8cdafcc06aad40f875f882fbf23f0d23 | 5pXDqoza/MBqrUD4dfiC+/I/DSM | 90.164.92.86    |              24 |
| Monster1            | 301c972db6126452ead796e74e4ed5a0fb27c828 | MByXLbYSZFLq15bnTk7VoPsnyCg | 23.29.121.166   |              24 |
| PsyloNet            | 50ebcd514aced5ded745595597b1e14d7a0695a1 | UOvNUUrO1d7XRVlVl7HhTXoGlaE | 91.122.100.13   |              24 |
| 00000s2             | 1bd99854046d3d1e921f12042c1390a4343b7637 | G9mYVARtPR6SHxIELBOQpDQ7djc | 82.211.19.143   |              24 |
| ThanksObama         | 611a07df01eeedbd3f897577aa6b95614ec995b8 | YRoH3wHu7b0/iXV3qmuVYU7Jlbg | 92.63.174.25    |              24 |
| komsomida3          | 8184c691597a84a98066d65dcbb57dde5b749281 | gYTGkVl6hKmAZtZdy7V93lt0koE | 125.130.24.164  |              24 |
| KTEB2014            | b9845de9f2915b4f07b1d993a0d002cacf167164 | uYRd6fKRW08HsdmToNACys8WcWQ | 208.105.77.234  |              24 |
| T0rz                | ef8afb7f6a040cbe0aba2c5a76be04d84524c56b | 74r7f2oEDL4Kuixadr4E2EUkxWs | 142.4.213.25    |              24 |
| propsy              | 53d9056aa6a4c568674eb37ed018c978d0348b96 | U9kFaqakxWhnTrN+0BjJeNA0i5Y | 77.78.119.211   |              24 |
| robercik101         | f111adfb01ca5308c32d713f1f31ce46b66c61f8 | 8RGt+wHKUwjDLXE/HzHORrZsYfg | 37.233.101.20   |              24 |
| JPAlpha             | 2fa5252437ea4e04d3755b7f18314ed9ea386d95 | L6UlJDfqTgTTdVt/GDFO2eo4bZU | 188.226.158.42  |              24 |
| TelosTor2           | 2372b67419f90701d5fe1ace43ce62fcbf618a10 | I3K2dBn5BwHV/hrOQ85i/L9hihA | 192.99.8.96     |              24 |
| servbr7             | 065dc419e5959453da8b5b048e3435927beee6df | Bl3EGeWVlFPai1sEjjQ1knvu5t8 | 212.83.131.179  |              24 |
| CrimeaRiver         | afeee0f85c9aff39bd204d558c1b2dd350c7309b | r+7g+Fya/zm9IE1VjBst01DHMJs | 46.38.62.30     |              24 |
| gansta93            | 9a97ab6d11ebfcec80788642ea137b3a938f8611 | mperbRHr/OyAeIZC6hN7OpOPhhE | 212.83.175.206  |              24 |
| torrelayktnxnet     | 009851df933754b00dde876fce4088ce1b4940c1 | AJhR35M3VLAN3odvzkCIzhtJQME | 84.40.112.70    |              24 |
| sinregaORG          | 26c37d4e63d8b6787dead9865b622f8fe6f6befb | JsN9TmPYtnh96tmGW2Ivj+b2vvs | 83.35.20.95     |              24 |
| dopetorI            | f12afdb3fec184e76944579579f762f1142c7ed2 | 8Sr9s/7BhOdpRFeVefdi8RQsftI | 31.31.78.141    |              24 |
| mighty10            | e2aa4b077f553e8045fc8cf1314674552517f12e | 4qpLB39VPoBF/IzxMUZ0VSUX8S4 | 81.150.197.170  |              24 |
| twitchy53           | 4e57cf171cfe0e7545dab779f4b2ecc9f5d59b39 | TlfPFxz+DnVF2rd59LLsyfXVmzk | 81.136.172.144  |              24 |
| VZZ                 | 748974898456a47b5c5f8914451e7f5db925e5ca | dIl0iYRWpHtcX4kURR5/Xbkl5co | 77.168.31.112   |              24 |
| starscream          | a0d50d777ac8574874dabde91ab354a41011f0d4 | oNUNd3rIV0h02r3pGrNUpBAR8NQ | 85.25.109.169   |              24 |
| baconrelayuk        | 329ea2cdeaa4311f5714dea9b0d610059a8bd54f | Mp6izeqkMR9XFN6psNYQBZqL1U8 | 178.79.137.133  |              24 |
| tor123              | 94bcd1e944dcd8ddeacbe6b7ac522ac58a8260fb | lLzR6UTc2N3qy+a3rFIqxYqCYPs | 117.16.24.144   |              24 |
| Justaguyixamhosting | 7f40d02e7c1a0517de03cb045b706ed36a212493 | f0DQLnwaBRfeA8sEW3Bu02ohJJM | 109.163.228.204 |              24 |
| ventricularaorta    | 126d49f10f45584eeafc4b4416d8efc7ee9b002c | Em1J8Q9FWE7q/EtEFtjvx+6bACw | 162.243.6.224   |              24 |
| Lempicka3           | f8467a09c3421cff84b34a6cc149f9cd827370cd | +EZ6CcNCHP+Es0pswUn5zYJzcM0 | 58.87.172.136   |              24 |
| TheShockTop4        | 4d96d853a87a86c95dae1a67d4b59e64d40b88e8 | TZbYU6h6hsldrhpn1LWeZNQLiOg | 104.131.118.188 |              24 |
| torpidsLTuabduo     | a99ed2cc51850744d8cff194cf6b06900b8b13ad | qZ7SzFGFB0TYz/GUz2sGkAuLE60 | 5.199.172.33    |              24 |
| Evey                | ff986a4573185a6912a0ff28335210cc05ce00de | /5hqRXMYWmkSoP8oM1IQzAXOAN4 | 87.106.249.118  |              24 |
| freetor22           | 6a49435f614a591f30451f7b85dfb285606f19cc | aklDX2FKWR8wRR97hd+yhWBvGcw | 185.9.115.201   |              24 |
| HaileSelassieI      | 0c634f943f70cff39d8d23968988e7478cc843e9 | DGNPlD9wz/OdjSOWiYjnR4zIQ+k | 71.92.208.120   |              24 |
| icebeerNLXeonFour   | 087a6e0b984fdec1dfa4458c9b244f2791750e3f | CHpuC5hP3sHfpEWMmyRPJ5F1Dj8 | 213.163.71.84   |              24 |
| uncloaked           | 6a990482317b03c0511899e5ca9e6ae7cefb825b | apkEgjF7A8BRGJnlyp5q5877gls | 176.31.181.147  |              24 |
| zwiebelsuppe01      | ffd0b5996eef58246a29e3e1c48c3dcbecc9530c | /9C1mW7vWCRqKePhxIw9y+zJUww | 176.28.24.136   |              24 |
| monthOfSeptember    | 107a5bdb76d899ed09d39bad95d89be793976bf2 | EHpb23bYme0J05utldib55OXa/I | 95.215.46.179   |              24 |
| relayTOR            | 4f27a7a8e57e01efa746860bc342b0164f97c5eb | TyenqOV+Ae+nRoYLw0KwFk+Xxes | 94.185.82.2     |              24 |
| juvhaddyoama        | 5bac7c0247b5ce9ebad311ca089f4896915ae082 | W6x8Ake1zp660xHKCJ9IlpFa4II | 174.136.98.202  |              24 |
| aussietor           | cebf0ba940096d84c6ec13c2e206552a38c96b2e | zr8LqUAJbYTG7BPC4gZVKjjJay4 | 110.93.23.170   |              24 |
| dutch               | 726ff3df316887e0b056e1f6002d6a8b66f863a4 | cm/z3zFoh+CwVuH2AC1qi2b4Y6Q | 46.140.85.140   |              24 |
| delcroip            | c9e19464bbaec6fc777ec4e4c298fd37dfde66b6 | yeGUZLuuxvx3fsTkwpj9N9/eZrY | 213.219.164.30  |              24 |
| BigFox              | b74c9de42d107282cf4a7cd6310be879be819334 | t0yd5C0QcoLPSnzWMQvoeb6BkzQ | 96.231.205.196  |              24 |
| pointjuier          | 426e8e2fda155aa1dc8f156fd56162941190df5f | Qm6OL9oVWqHcjxVv1WFilBGQ318 | 54.201.48.216   |              24 |
| majestix            | 654cf9cad45255b7a797df71c1b0a84c6584e365 | ZUz5ytRSVbenl99xwbCoTGWE42U | 176.9.0.234     |              24 |
| AccessNow006        | ad368442e9ff33c08c7407df2da7db958f406ce2 | rTaEQun/M8CMdAffLafblY9AbOI | 176.10.99.203   |              24 |
| nfxnonion           | e790524176b5b0976b9a5e14ec0992b4cb330199 | 55BSQXa1sJdrml4U7AmStMszAZk | 209.159.142.226 |              24 |
| randomanondefault   | 4d84f015ff1b7e5322f448cb8ed09d62eab6d2a3 | TYTwFf8bflMi9EjLjtCdYuq20qM | 31.209.45.31    |              24 |
| treeltor            | b84480b20b37d7052b8a927ae942a811aa9f7975 | uESAsgs31wUripJ66UKoEaqfeXU | 107.196.20.46   |              24 |
| MacLemonion         | 14190932b3387be3565c4e58d49f7b6577981d4b | FBkJMrM4e+NWXE5Y1J97ZXeYHUs | 86.59.70.22     |              24 |
| FermentationLabs    | 76dabe3a09a9a8b8fe3420b0510f4ba2c9307fb8 | dtq+OgmpqLj+NCCwUQ9Loskwf7g | 75.189.215.109  |              24 |
| ieditheconfig       | 6537d388459156f82beec9e235a167c872898aff | ZTfTiEWRVvgr7sniNaFnyHKJiv8 | 108.192.130.92  |              24 |
| EschelonsGolfballs  | 9d8fc88a4afef4d3a822387e81b7fdf1397417af | nY/Iikr+9NOoIjh+gbf98Tl0F68 | 83.171.151.203  |              24 |
| caesarion           | 4877330a3e97dc73dc7185ca7f4536eab092ee78 | SHczCj6X3HPccYXKf0U26rCS7ng | 178.49.192.122  |              24 |
| anubis              | 8b8e6b0d29cf39c89c1a5ea947f0016d01c0cbb8 | i45rDSnPOcicGl6pR/ABbQHAy7g | 152.3.159.183   |              24 |
| hacktheplanet       | 8afb52fb9eefbb5b32a5e8b0b81fac5e53700b0f | ivtS+57vu1sypeiwuB+sXlNwCw8 | 80.218.34.178   |              24 |
| SpazturtleRarity    | da927abde7ea660f9c06bcea02fb194ed64726aa | 2pJ6vefqZg+cBrzqAvsZTtZHJqo | 146.185.141.44  |              24 |
| Esvideogate         | 0beb213618791ceec2f30b169651afeeb9522bf0 | C+shNhh5HO7C8wsWllGv7rlSK/A | 37.187.65.190   |              24 |
| anon                | 569eb0c9791802f36ce7bfb7f99ac47b13940db2 | Vp6wyXkYAvNs57+3+ZrEexOUDbI | 5.102.205.191   |              24 |
